 VARIABLES="X", "Y", "Z", "DATA" 
 ZONE I=          21  J=          13  K=           1  F=POINT
   2.500000       62.50000       2.500000       110.4470    
   7.500000       62.50000       2.500000       110.1580    
   12.50000       62.50000       2.500000       109.2998    
   17.50000       62.50000       2.500000       108.0554    
   22.50000       62.50000       2.500000       106.5552    
   27.50000       62.50000       2.500000       104.9619    
   32.50000       62.50000       2.500000       103.4622    
   37.50000       62.50000       2.500000       102.1753    
   42.50000       62.50000       2.500000       101.1076    
   47.50000       62.50000       2.500000       100.1917    
   52.50000       62.50000       2.500000       99.34298    
   57.50000       62.50000       2.500000       98.49487    
   62.50000       62.50000       2.500000       97.61548    
   67.50000       62.50000       2.500000       96.71508    
   72.50000       62.50000       2.500000       95.83636    
   77.50000       62.50000       2.500000       95.02794    
   82.50000       62.50000       2.500000       94.32100    
   87.50000       62.50000       2.500000       93.72741    
   92.50000       62.50000       2.500000       93.25464    
   97.50000       62.50000       2.500000       92.92001    
   102.5000       62.50000       2.500000       92.74794    
   2.500000       57.50000       2.500000       110.7737    
   7.500000       57.50000       2.500000       110.7716    
   12.50000       57.50000       2.500000       109.6274    
   17.50000       57.50000       2.500000       108.2209    
   22.50000       57.50000       2.500000       106.6462    
   27.50000       57.50000       2.500000       105.0100    
   32.50000       57.50000       2.500000       103.4819    
   37.50000       57.50000       2.500000       102.1800    
   42.50000       57.50000       2.500000       101.1073    
   47.50000       57.50000       2.500000       100.1895    
   52.50000       57.50000       2.500000       99.33685    
   57.50000       57.50000       2.500000       98.47889    
   62.50000       57.50000       2.500000       97.58267    
   67.50000       57.50000       2.500000       96.66074    
   72.50000       57.50000       2.500000       95.76035    
   77.50000       57.50000       2.500000       94.93304    
   82.50000       57.50000       2.500000       94.20852    
   87.50000       57.50000       2.500000       93.59393    
   92.50000       57.50000       2.500000       93.09422    
   97.50000       57.50000       2.500000       92.73504    
   102.5000       57.50000       2.500000       92.56169    
   2.500000       52.50000       2.500000       111.2440    
   7.500000       52.50000       2.500000       113.1032    
   12.50000       52.50000       2.500000       110.2240    
   17.50000       52.50000       2.500000       108.4331    
   22.50000       52.50000       2.500000       106.7858    
   27.50000       52.50000       2.500000       105.1286    
   32.50000       52.50000       2.500000       103.5757    
   37.50000       52.50000       2.500000       102.2483    
   42.50000       52.50000       2.500000       101.1550    
   47.50000       52.50000       2.500000       100.2183    
   52.50000       52.50000       2.500000       99.34132    
   57.50000       52.50000       2.500000       98.44818    
   62.50000       52.50000       2.500000       97.50545    
   67.50000       52.50000       2.500000       96.53230    
   72.50000       52.50000       2.500000       95.58578    
   77.50000       52.50000       2.500000       94.72134    
   82.50000       52.50000       2.500000       93.96146    
   87.50000       52.50000       2.500000       93.29845    
   92.50000       52.50000       2.500000       92.72551    
   97.50000       52.50000       2.500000       92.28903    
   102.5000       52.50000       2.500000       92.14235    
   2.500000       47.50000       2.500000       110.1674    
   7.500000       47.50000       2.500000       110.3133    
   12.50000       47.50000       2.500000       109.3381    
   17.50000       47.50000       2.500000       108.1515    
   22.50000       47.50000       2.500000       106.7691    
   27.50000       47.50000       2.500000       105.2347    
   32.50000       47.50000       2.500000       103.7196    
   37.50000       47.50000       2.500000       102.3863    
   42.50000       47.50000       2.500000       101.2715    
   47.50000       47.50000       2.500000       100.3060    
   52.50000       47.50000       2.500000       99.39048    
   57.50000       47.50000       2.500000       98.44460    
   62.50000       47.50000       2.500000       97.43617    
   67.50000       47.50000       2.500000       96.39503    
   72.50000       47.50000       2.500000       95.39182    
   77.50000       47.50000       2.500000       94.48524    
   82.50000       47.50000       2.500000       93.68425    
   87.50000       47.50000       2.500000       92.95196    
   92.50000       47.50000       2.500000       92.23731    
   97.50000       47.50000       2.500000       91.56805    
   102.5000       47.50000       2.500000       91.57684    
   2.500000       42.50000       2.500000       109.3527    
   7.500000       42.50000       2.500000       109.2044    
   12.50000       42.50000       2.500000       108.6669    
   17.50000       42.50000       2.500000       107.8245    
   22.50000       42.50000       2.500000       106.6722    
   27.50000       42.50000       2.500000       105.2766    
   32.50000       42.50000       2.500000       103.8267    
   37.50000       42.50000       2.500000       102.5110    
   42.50000       42.50000       2.500000       101.3909    
   47.50000       42.50000       2.500000       100.4099    
   52.50000       42.50000       2.500000       99.47026    
   57.50000       42.50000       2.500000       98.48933    
   62.50000       42.50000       2.500000       97.43565    
   67.50000       42.50000       2.500000       96.34711    
   72.50000       42.50000       2.500000       95.30545    
   77.50000       42.50000       2.500000       94.37325    
   82.50000       42.50000       2.500000       93.55050    
   87.50000       42.50000       2.500000       92.77273    
   92.50000       42.50000       2.500000       91.89450    
   97.50000       42.50000       2.500000       90.51449    
   102.5000       42.50000       2.500000       91.16188    
   2.500000       37.50000       2.500000       109.0908    
   7.500000       37.50000       2.500000       108.9702    
   12.50000       37.50000       2.500000       108.4639    
   17.50000       37.50000       2.500000       107.6900    
   22.50000       37.50000       2.500000       106.6118    
   27.50000       37.50000       2.500000       105.2763    
   32.50000       37.50000       2.500000       103.8631    
   37.50000       37.50000       2.500000       102.5642    
   42.50000       37.50000       2.500000       101.4498    
   47.50000       37.50000       2.500000       100.4703    
   52.50000       37.50000       2.500000       99.52944    
