 VARIABLES="X", "Y", "Z", "DATA" 
 ZONE I=          21  J=          13  K=           1  F=POINT
   2.500000       62.50000       2.500000       30.82472    
   7.500000       62.50000       2.500000       40.79930    
   12.50000       62.50000       2.500000       43.64463    
   17.50000       62.50000       2.500000       44.43117    
   22.50000       62.50000       2.500000       44.41082    
   27.50000       62.50000       2.500000       43.94100    
   32.50000       62.50000       2.500000       42.88000    
   37.50000       62.50000       2.500000       41.00238    
   42.50000       62.50000       2.500000       37.91552    
   47.50000       62.50000       2.500000       32.99343    
   52.50000       62.50000       2.500000       25.25749    
   57.50000       62.50000       2.500000       24.50189    
   62.50000       62.50000       2.500000       23.90164    
   67.50000       62.50000       2.500000       23.28755    
   72.50000       62.50000       2.500000       22.61511    
   77.50000       62.50000       2.500000       21.81689    
   82.50000       62.50000       2.500000       20.77003    
   87.50000       62.50000       2.500000       19.23914    
   92.50000       62.50000       2.500000       16.72810    
   97.50000       62.50000       2.500000       12.01039    
   102.5000       62.50000       2.500000       1.379846    
   2.500000       57.50000       2.500000       39.84781    
   7.500000       57.50000       2.500000       48.24708    
   12.50000       57.50000       2.500000       49.20665    
   17.50000       57.50000       2.500000       48.68640    
   22.50000       57.50000       2.500000       47.73921    
   27.50000       57.50000       2.500000       46.48389    
   32.50000       57.50000       2.500000       44.75301    
   37.50000       57.50000       2.500000       42.23333    
   42.50000       57.50000       2.500000       38.43158    
   47.50000       57.50000       2.500000       32.58691    
   52.50000       57.50000       2.500000       23.54467    
   57.50000       57.50000       2.500000       22.77477    
   62.50000       57.50000       2.500000       22.28763    
   67.50000       57.50000       2.500000       21.88139    
   72.50000       57.50000       2.500000       21.48095    
   77.50000       57.50000       2.500000       21.00939    
   82.50000       57.50000       2.500000       20.35760    
   87.50000       57.50000       2.500000       19.31593    
   92.50000       57.50000       2.500000       17.41639    
   97.50000       57.50000       2.500000       13.35332    
   102.5000       57.50000       2.500000       1.574125    
   2.500000       52.50000       2.500000       45.18195    
   7.500000       52.50000       2.500000       50.00000    
   12.50000       52.50000       2.500000       49.70134    
   17.50000       52.50000       2.500000       49.12828    
   22.50000       52.50000       2.500000       48.26246    
